Username,Comment
@smolosmolko9820,There’s no point in starting with programming anymore these days because of AI
@dhruvsingla2212,"One thing I would like to add is to define what is your problem, whether you are facing a bug (in which case it is obvious), trying to set up or learning something. Sometimes looking for an answer I randomly start searching things without my goal (the problem) in the back of my head. What happens, is that I find a lot of related things but none answering my problem exactly. One way to achieve this would be to stop in-between, collect what is learned uptil now and then redefine your problem statement."
@joelchullygodly3305,This video just popped up on my feed. These are great hidden truths I have gone and still going through 😅 Thanks for sharing Pete!
@elonmuskquoteshindi,"Thanks man, I really appreciate it.....I needed this advice, thanks again ❤"
@sobulachiamaewhule1436,"""You'll never feel ready start anyway""
This hit hard🥹"
@MindRiva,Keep helping lives 🥺🙌
@dean8147,Burnout is something ive encountered many times in just 4 years. Breaks and career realignment reflections are important
@joud6659,"Extremely nice video. I’m a 17yo programmer and sometimes doubt myself. I’m thankful for your reality checks. 
Devs at big companies like google or OpenAI oftenly seem unreachable to me, when I look at them and their work. I still think that oftenly, because I really can’t imagine how many things they can and how many experiences they got"
@creajo,thank you!
@DunTrann,Thank you so much for your advices
@neusprach,"This is exactly what I would have needed 10-15 years ago. Instead I ended up being broken, burnt-out, and just now, five years later I'm trying to get back into DevOps. Invaluable knowledge, thanks for sharing."
@rahulpulagamofficial,A Good Advice and Tips
@Chidiogo01,https://youtu.be/QqdavhEeCTg?si=MZ7oM33OUgen-RXe
@learnwithananth,100% correct. I didnt know all the points you said except the one my boss told me dont chase perfection. Thank you so much
@DarkBlue0814,"Thank you for this video. I live in a town so small, you can drive through in 12 min. No joke. So being the only one here doing coding (which I made numerous posts, trying to reach out to anyone here doing coding) this really helps me out a lot, seeing how it would actually be put into place instead of just having ""study"" knowledge. So yes, without this knowledge. This has placed a LOT of pressure on me"
@sachinrajput_5,"meant a lot to me its just a clear cut message , thanks for being someone who helped other stay motivated."
@abutahir1544,"7:28 - This idea, that real developers grind 24/7"
@Amalalharbi9,"Hi, I'm really interesting in programming, but I terrified of wasting time and energy and then be replaceable by AI. Any advice?"
@kh55555f,"I love the way you explain, you are a true teacher, I am telling it being a teacher mysefl. Only those who really know can dumb down info. Bravo!"
@WebOfMadness,#8. Anyone can be replaced.
@memysefGy-kl9fz,Thanks man I'm 16 and have a lot of stress thinking I need to know everything as you said we just can't burn the house down
@joeln801,Getting ready to retire at 70 ys old.  C# dude here.  Best advice ever!  Sharing this with the beginners on my staff.
@jd2722,Spot on with all of these man. Thank you.
@samuelbuilsah9656,"So my question is, how do I start as a Zero beginner? Because I don't know anything about it, and from what you said, it is purely for people who have the basics of coding?"
@ReezyFelix,Thank you.
@eeeSwati,"learn how to learn (in general), but i'd love to hear what is your view on it. How do you learn to learn?"
@mya5079,This is a very good video!! ❤️
@mooingkat9514,I feel so encouraged after watching this video 🥹🥹🥹🥹
@mooingkat9514,"🥹🥹 thank you so much for the first tip, it makes me feel so much better"
@bobbyrutz9402,I'm in so deep I have three of these types of videos open right now.
@ArnavGoyal-r1k,Should i make notes while i see videos from udemy?
@digitalbeatjunkie,"This is PRICELESS! Been learning to code for about 18 months, im guilty of all the things mentioned here, esp burnout. I was working full time, studying 20 hours a week on top of family life, it was grim, but now i have reduced the intensity of my studying, def enjoy it more now!"
@IsmailAhmadi-xr3ex,That's great to know! It can really save me from wasting time and being too hard on myself.
@thomaswinterburn6680,"I don't agree with the first point.

Programming is a sanctuary for the high-IQ individual.
A super-intelligent individual does not inherit an automatic guarantee to wealth. Programming is a way to actually compete in the marketplace by leveraging intellect. Sub-130 IQ people can make an income using programming due to the massive demand, but there are levels to this.

Look at chess, the grandmasters make up a small percentage of all chess players with abilities many orders of magnitude greater than a player who has been at it for decades, all they do is chess, and in some cases 9 year olds can beat them 25/0 games. 
Most companies have a talent gap, not a dev shortage and they optimise for the wrong things silly degrees, diluted experience, instead of demonstrable brilliance, which kinda means not only do you know all of JS like the back of your hand but you often can predict features the mud monkeys will implement in the next js version controll.  
That's the truth."
@natzdavid3666,"Actually needed these. A year has gone by after my graduation and still haven't been hired yet. From burnouts, imposter syndrome, to perfection, I always bring myself down why or what am I missing. But from your 10+years of experience converted into a 9min video, I still have a lot to learn. All I need is to be curious. Thank you so much for your knowledge"
@himanshuwarkade4318,Start Anyway!What is the worst that can happen?
@911cafe,"Burnout is real man. Been there.
Most times scrolling in the sun of my tiny room does the magic more than sitting to fight through a bug I can't see."
